,comments,labels
1868,کالای دریافت شده دچار اشکال میباشد.,مطمئن نیستم
1869,برای فضای کوچک بسیار مناسب است کاش چرخشی بود,پیشنهاد می‌کنم
1870,با توجه به پول پرداخت کیفیت خوبی داره و کارایی قابل قبول,کیفیت خوب
1871,هاله,پیشنهاد می‌کنم
1872,برای آشپزخانه خرید م,پیشنهاد می‌کنم
1873,پنکه خوبیه برای فضای یه اتاق کافیه,پیشنهاد می‌کنم
1874,به نظر من عالیه هم کم صداست هم باد خوبی داره به نسبت جثه اش,پیشنهاد می‌کنم
1875,کارآمد و کوچک,پیشنهاد می‌کنم
1876,پنکه دمنده,پیشنهاد می‌کنم
1877,پنکه رومیزی,پیشنهاد می‌کنم
1878,پنکه رو میزی,پیشنهاد می‌کنم
1879,خوب بود,پیشنهاد می‌کنم
1880,کیفیت خوب و ظاهر خوب داره و کیفیت قابل قبول داره. هرچند قیمت رو هر روز بالا برده اند.,پیشنهاد می‌کنم
1881,کم صدا,پیشنهاد می‌کنم
1882,خوب و کم صدا,پیشنهاد می‌کنم
1883,خیلی ممنون عالی بود,پیشنهاد می‌کنم
1884,پنکه رومیزی مدل Hale,پیشنهاد نمی‌کنم
1885,خوب بود,پیشنهاد می‌کنم
1886,راضی ام ازش,پیشنهاد می‌کنم
1887,خوبه واقعا,پیشنهاد می‌کنم
1888,پنکه رومیزی,پیشنهاد می‌کنم
1889,سبک و جمع و جوره. پرتاب باد خوبی داره. برای استفاده داخل اتاق مناسبه. من ازش راضی هستم کاملا.,پیشنهاد می‌کنم
1890,خدارو شکر سالم به دستم رسید و بی صدا هم بود امیدوارم خوب کار کنه,پیشنهاد می‌کنم
1891,یک مصرف کننده‌ی کالا های ایرانی عالی,صدا ی کم
1892,خیلی خوب بود,پیشنهاد می‌کنم
1893,خراب خراب خراب,پیشنهاد نمی‌کنم
1894,کیفیت ش خوبه,پیشنهاد می‌کنم
1895,راضیم,پیشنهاد می‌کنم
1896,خیلی خوبه,پیشنهاد می‌کنم
1897,عالی,پیشنهاد می‌کنم
1898,عالی,دقیق و مناسب
1899,یخ زدم,پیشنهاد می‌کنم
1900,خوب و عالی کمی سایزش کوچیکه ولی سرعت باد قابل قبول داره,پیشنهاد می‌کنم
1901,عالی,جمع وجور بودن
1902,فوق العاده,پیشنهاد می‌کنم
1903,خیلی کاربردی نیست,مطمئن نیستم
1904,کیفیت خوبی داره,پیشنهاد می‌کنم
1905,برای یک اتاق کوچک خیلی خوبه,پیشنهاد می‌کنم
1906,همه چی عالی,پیشنهاد می‌کنم
1907,کم صدا قدرتمند، عالیه,پیشنهاد می‌کنم
1908,پنکه رومیزی,پیشنهاد می‌کنم
1909,گرونه,پیشنهاد می‌کنم
1910,بستگی به توقعتون داره,خنکی قابل قبول برای روی میز
1911,واقعا عالي و کم صدا بود .ابعاد مناسبی دارد .,پیشنهاد می‌کنم
1912,کیفیت قابل قبول,پیشنهاد می‌کنم
1913,خوب,پیشنهاد می‌کنم
1914,عالی,پیشنهاد می‌کنم
1915,پنکه رومیزی دمنده مدل Haleh,پیشنهاد می‌کنم
1916,پنکه ی درجه یک,پیشنهاد می‌کنم
1917,خیلی عالیه ومن ازخریدم راضیم,پیشنهاد می‌کنم
1918,کیفیتش خوبه کارکرد بدون سر و صدا,پیشنهاد می‌کنم
